"Module","Imports","ImportPath","ModuleFile"
"SettingsModule","RealtimeModule","../realtime/realtime.module","backend\src\settings\settings.module.ts"
"SettingsModule","TypeOrmModule","@nestjs/typeorm","backend\src\settings\settings.module.ts"
"ShellCompatibleChargesModule","Module","@nestjs/common","backend\src\shell-compatible-charges\shell-compatible-charges.module.ts"
"ShellCompatibleChargesModule","RealtimeModule","../realtime/realtime.module","backend\src\shell-compatible-charges\shell-compatible-charges.module.ts"
"ShellCompatibleChargesModule","TypeOrmModule","@nestjs/typeorm","backend\src\shell-compatible-charges\shell-compatible-charges.module.ts"
"ShellCompatibleFuzesModule","Module","@nestjs/common","backend\src\shell-compatible-fuzes\shell-compatible-fuzes.module.ts"
"ShellCompatibleFuzesModule","RealtimeModule","../realtime/realtime.module","backend\src\shell-compatible-fuzes\shell-compatible-fuzes.module.ts"
"ShellCompatibleFuzesModule","TypeOrmModule","@nestjs/typeorm","backend\src\shell-compatible-fuzes\shell-compatible-fuzes.module.ts"
"ShellsModule","Module","@nestjs/common","backend\src\shells\shells.module.ts"
"ShellsModule","RealtimeModule","../realtime/realtime.module","backend\src\shells\shells.module.ts"
"ShellsModule","TypeOrmModule","@nestjs/typeorm","backend\src\shells\shells.module.ts"
"StockModule","AccessScopeModule","../access-scope/access-scope.module","backend\src\stock\stock.module.ts"
"StockModule","Module","@nestjs/common","backend\src\stock\stock.module.ts"
"StockModule","TypeOrmModule","@nestjs/typeorm","backend\src\stock\stock.module.ts"
"StockMovementsModule","AccessScopeModule","../access-scope/access-scope.module","backend\src\stock-movements\stock-movements.module.ts"
"StockMovementsModule","Module","@nestjs/common","backend\src\stock-movements\stock-movements.module.ts"
"StockMovementsModule","RealtimeModule","../realtime/realtime.module","backend\src\stock-movements\stock-movements.module.ts"
"StockMovementsModule","TypeOrmModule","@nestjs/typeorm","backend\src\stock-movements\stock-movements.module.ts"
"UnitsModule","AuthModule","../auth/auth.module","backend\src\units\units.module.ts"
"UnitsModule","Module","@nestjs/common","backend\src\units\units.module.ts"
"UnitsModule","RealtimeModule","../realtime/realtime.module","backend\src\units\units.module.ts"
"UnitsModule","TypeOrmModule","@nestjs/typeorm","backend\src\units\units.module.ts"
"UsersModule","ConfigModule","@nestjs/config","backend\src\users\users.module.ts"
"UsersModule","JwtModule","@nestjs/jwt","backend\src\users\users.module.ts"
"UsersModule","Module","@nestjs/common","backend\src\users\users.module.ts"
"UsersModule","RealtimeModule","../realtime/realtime.module","backend\src\users\users.module.ts"
"UsersModule","TypeOrmModule","@nestjs/typeorm","backend\src\users\users.module.ts"
"WeaponModelsModule","Module","@nestjs/common","backend\src\weapon-models\weapon-models.module.ts"
"WeaponModelsModule","RealtimeModule","../realtime/realtime.module","backend\src\weapon-models\weapon-models.module.ts"
"WeaponModelsModule","TypeOrmModule","@nestjs/typeorm","backend\src\weapon-models\weapon-models.module.ts"
"WeaponSystemsModule","AccessScopeModule","../access-scope/access-scope.module","backend\src\weapon-systems\weapon-systems.module.ts"
"WeaponSystemsModule","AuthModule","../auth/auth.module","backend\src\weapon-systems\weapon-systems.module.ts"
"WeaponSystemsModule","EventLogsModule","../event-logs/event-logs.module","backend\src\weapon-systems\weapon-systems.module.ts"
"WeaponSystemsModule","Module","@nestjs/common","backend\src\weapon-systems\weapon-systems.module.ts"
"WeaponSystemsModule","RealtimeModule","../realtime/realtime.module","backend\src\weapon-systems\weapon-systems.module.ts"
"WeaponSystemsModule","TypeOrmModule","@nestjs/typeorm","backend\src\weapon-systems\weapon-systems.module.ts"
"ZonesModule","Module","@nestjs/common","backend\src\zones\zones.module.ts"
"ZonesModule","RealtimeModule","../realtime/realtime.module","backend\src\zones\zones.module.ts"
"ZonesModule","TypeOrmModule","@nestjs/typeorm","backend\src\zones\zones.module.ts"
